measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2012,3.00023608,3.239106125,2.353230166
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2012,3.010915318,3.13770775,2.856433271
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2013,3.021491526,3.260646707,2.34182646
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2013,3.046227243,3.177842629,2.882043995
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2014,3.050547241,3.294148269,2.326144281
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2014,3.072597903,3.203332877,2.894002211
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2015,3.081643433,3.339581032,2.338156527
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2016,3.107424766,3.395806427,2.349129166
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2015,3.119247389,3.245200324,2.935272497
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2017,3.122906272,3.406472283,2.35336318
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2018,3.152152232,3.47152817,2.383108478
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2016,3.154778618,3.311089251,2.962791391
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2019,3.182609307,3.501533496,2.399259296
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2017,3.183246328,3.351681086,2.985144611
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2018,3.236601559,3.426309906,3.013132761
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2019,3.290670461,3.494071299,3.072250349
Deaths,Global,Both,All ages,Cervical cancer,Rate,1998,3.373835735,4.096951756,3.05062702
Deaths,Global,Both,All ages,Cervical cancer,Rate,1996,3.374660715,4.114725587,3.049700196
Deaths,Global,Both,All ages,Cervical cancer,Rate,1995,3.382965987,4.116138594,3.05098088
Deaths,Global,Both,All ages,Cervical cancer,Rate,1997,3.383264989,4.090713817,3.06301833
Deaths,Global,Both,All ages,Cervical cancer,Rate,1999,3.383722066,4.081532137,3.055724764
Deaths,Global,Both,All ages,Cervical cancer,Rate,2009,3.388006962,3.851102048,3.026124296
Deaths,Global,Both,All ages,Cervical cancer,Rate,2000,3.388853102,4.040470021,3.081007616
Deaths,Global,Both,All ages,Cervical cancer,Rate,2008,3.391875286,3.855901291,3.050447785
Deaths,Global,Both,All ages,Cervical cancer,Rate,2001,3.396712178,4.029228318,3.074233474
Deaths,Global,Both,All ages,Cervical cancer,Rate,2007,3.397069211,3.875132814,3.047175197
Deaths,Global,Both,All ages,Cervical cancer,Rate,2010,3.405209092,3.845103393,3.01955393
Deaths,Global,Both,All ages,Cervical cancer,Rate,1993,3.406455828,4.133880294,3.058663205
Deaths,Global,Both,All ages,Cervical cancer,Rate,1994,3.406906673,4.114070406,3.08602735
Deaths,Global,Both,All ages,Cervical cancer,Rate,1991,3.412383445,4.174788185,3.049258623
Deaths,Global,Both,All ages,Cervical cancer,Rate,1992,3.412811078,4.116254513,3.057998238
Deaths,Global,Both,All ages,Cervical cancer,Rate,2006,3.414186419,3.910848781,3.065425779
Deaths,Global,Both,All ages,Cervical cancer,Rate,2011,3.415896229,3.83118497,3.039205282
Deaths,Global,Both,All ages,Cervical cancer,Rate,2012,3.42298131,3.815636609,3.025509263
Deaths,Global,Both,All ages,Cervical cancer,Rate,2002,3.425661508,4.057924039,3.094048783
Deaths,Global,Both,All ages,Cervical cancer,Rate,2004,3.434016321,3.988408589,3.091223492
Deaths,Global,Both,All ages,Cervical cancer,Rate,2005,3.437905023,3.986291257,3.092614124
Deaths,Global,Both,All ages,Cervical cancer,Rate,2003,3.443055784,4.021567618,3.106631129
Deaths,Global,Both,All ages,Cervical cancer,Rate,1990,3.449202465,4.092492187,3.081131573
Deaths,Global,Both,All ages,Cervical cancer,Rate,2013,3.46038346,3.817042917,3.03586392
Deaths,Global,Both,All ages,Cervical cancer,Rate,2014,3.509059608,3.87885042,3.063232606
Deaths,Global,Both,All ages,Cervical cancer,Rate,2015,3.563217155,3.934600226,3.059752181
Deaths,Global,Both,All ages,Cervical cancer,Rate,2016,3.599234296,3.935232548,3.078628576
Deaths,Global,Both,All ages,Cervical cancer,Rate,2017,3.604950065,3.971514189,3.103475868
Deaths,Global,Both,All ages,Cervical cancer,Rate,2018,3.611964191,4.027253979,3.109571852
Deaths,Global,Both,All ages,Cervical cancer,Rate,2019,3.624947562,4.057268338,3.087108959
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1990,3.701991589,3.827446538,3.538958699
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1991,3.756948265,3.882087756,3.59260381
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1992,3.819598362,3.93997168,3.652717825
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1993,3.930014985,4.048678271,3.762320301
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1994,3.990356018,4.098980093,3.820491358
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1995,4.029781059,4.143107066,3.862357081
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1996,4.057513097,4.168314202,3.88988519
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1997,4.098159428,4.211190666,3.931866431
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1998,4.164246228,4.274292528,3.988033973
Deaths,Global,Both,All ages,Leukemia,Rate,2014,4.255298169,4.499715544,3.91766598
Deaths,Global,Both,All ages,Leukemia,Rate,2013,4.259640585,4.502722807,3.91123041
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,1999,4.261956442,4.37816662,4.085530133
Deaths,Global,Both,All ages,Leukemia,Rate,2012,4.270382125,4.52143016,3.920011407
Deaths,Global,Both,All ages,Leukemia,Rate,2015,4.271366653,4.520051054,3.93668622
Deaths,Global,Both,All ages,Leukemia,Rate,2017,4.274381634,4.548982135,3.914765146
Deaths,Global,Both,All ages,Leukemia,Rate,2016,4.27771867,4.537506594,3.916427159
Deaths,Global,Both,All ages,Leukemia,Rate,2011,4.283835811,4.536859174,3.931399676
Deaths,Global,Both,All ages,Leukemia,Rate,2010,4.287803484,4.553551079,3.941096466
Deaths,Global,Both,All ages,Leukemia,Rate,2018,4.301011811,4.586023158,3.927454271
Deaths,Global,Both,All ages,Leukemia,Rate,2009,4.301628746,4.56966248,3.950171412
Deaths,Global,Both,All ages,Leukemia,Rate,2007,4.312506,4.61524339,3.965321433
Deaths,Global,Both,All ages,Leukemia,Rate,2008,4.318789423,4.61853828,3.969258945
Deaths,Global,Both,All ages,Leukemia,Rate,2019,4.324313879,4.655451302,3.96535171
Deaths,Global,Both,All ages,Leukemia,Rate,2006,4.342763047,4.653010821,4.001854646
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2000,4.354634427,4.472113577,4.160935996
Deaths,Global,Both,All ages,Prostate cancer,Rate,1990,4.355243382,5.025979851,3.577629074
Deaths,Global,Both,All ages,Leukemia,Rate,2005,4.389774968,4.717674363,4.035735565
Deaths,Global,Both,All ages,Leukemia,Rate,2004,4.409205998,4.745284102,4.040846109
Deaths,Global,Both,All ages,Prostate cancer,Rate,1991,4.411531144,5.086615869,3.631277198
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2001,4.449784916,4.579086249,4.248359335
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1998,4.462979669,4.725314165,4.037452871
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1990,4.463369256,4.773945276,4.034248671
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1991,4.463870057,4.756069836,4.03910209
Deaths,Global,Both,All ages,Leukemia,Rate,2003,4.464358012,4.830895286,4.105251776
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1992,4.467427389,4.756651262,4.054408599
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1997,4.467795749,4.734150661,4.042580956
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1999,4.473783573,4.755176702,4.063329013
Deaths,Global,Both,All ages,Prostate cancer,Rate,1992,4.47395973,5.123712295,3.635690291
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1996,4.477401391,4.753313997,4.0678413
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1993,4.483873945,4.773821222,4.073146522
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1995,4.489622679,4.769621832,4.084242791
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2000,4.491274163,4.761417587,4.068063321
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,1994,4.495167355,4.772116671,4.09646937
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2001,4.495517792,4.767968704,4.076039502
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2002,4.508567066,4.769129038,4.091588228
Deaths,Global,Both,All ages,Leukemia,Rate,2002,4.520780967,4.912243597,4.131616314
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2003,4.520995148,4.784146864,4.104148914
Deaths,Global,Both,All ages,Prostate cancer,Rate,1993,4.548046335,5.151855664,3.669917564
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2004,4.559614099,4.837645,4.107645085
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2002,4.574791595,4.716427871,4.355002499
Deaths,Global,Both,All ages,Leukemia,Rate,2001,4.5817275,4.984253078,4.180456018
Deaths,Global,Both,All ages,Prostate cancer,Rate,1994,4.609138921,5.282018771,3.726108078
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2005,4.619595938,4.898577218,4.15550905
Deaths,Global,Both,All ages,Leukemia,Rate,2000,4.62876709,5.066761906,4.20007981
Deaths,Global,Both,All ages,Leukemia,Rate,1999,4.657846512,5.109886379,4.224406072
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2006,4.665391399,4.954434559,4.175454034
Deaths,Global,Both,All ages,Prostate cancer,Rate,1995,4.666249138,5.254781591,3.738140869
Deaths,Global,Both,All ages,Leukemia,Rate,1998,4.670173409,5.147617172,4.228354813
Deaths,Global,Both,All ages,Leukemia,Rate,1997,4.691198407,5.164480506,4.239482972
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2003,4.692483928,4.838064235,4.471248961
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2007,4.709809385,5.007631901,4.197913975
Deaths,Global,Both,All ages,Prostate cancer,Rate,1996,4.722227945,5.315376214,3.8005842
Deaths,Global,Both,All ages,Leukemia,Rate,1996,4.730166442,5.232994203,4.272786086
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2008,4.767053918,5.062708592,4.232013554
Deaths,Global,Both,All ages,Prostate cancer,Rate,1997,4.768990542,5.371937259,3.844981414
Deaths,Global,Both,All ages,Leukemia,Rate,1995,4.782235924,5.287193778,4.337427175
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2004,4.787138136,4.938920879,4.550455205
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2009,4.801473968,5.100198237,4.243194031
Deaths,Global,Both,All ages,Leukemia,Rate,1994,4.806285592,5.342018509,4.331608128
Deaths,Global,Both,All ages,Leukemia,Rate,1993,4.821433982,5.383405489,4.322636793
Deaths,Global,Both,All ages,Prostate cancer,Rate,1998,4.821951544,5.421921656,3.901974173
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2010,4.836203492,5.134561122,4.28754607
Deaths,Global,Both,All ages,Leukemia,Rate,1992,4.844224583,5.439402683,4.319826139
Deaths,Global,Both,All ages,Prostate cancer,Rate,1999,4.868091553,5.540316782,3.946773643
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2011,4.873999677,5.181001075,4.323089086
Deaths,Global,Both,All ages,Leukemia,Rate,1991,4.880378419,5.504365316,4.330942812
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2012,4.911404337,5.227940936,4.339791894
Deaths,Global,Both,All ages,Leukemia,Rate,1990,4.920942512,5.583264077,4.367678358
Deaths,Global,Both,All ages,Prostate cancer,Rate,2000,4.923874421,5.547979446,4.006495716
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2005,4.930546921,5.089363397,4.684952497
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2013,4.959884705,5.291216089,4.369487575
Deaths,Global,Both,All ages,Prostate cancer,Rate,2001,4.982163136,5.614138599,4.059199563
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2014,5.002831373,5.346312915,4.378860981
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2006,5.017442866,5.175547346,4.749346038
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2015,5.049249787,5.411915627,4.428822076
Deaths,Global,Both,All ages,Prostate cancer,Rate,2002,5.053403545,5.73140205,4.120034478
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2016,5.09299911,5.489054889,4.474776117
Deaths,Global,Both,All ages,Prostate cancer,Rate,2003,5.096413035,5.847881525,4.200231799
Deaths,Global,Both,All ages,Prostate cancer,Rate,2004,5.128724354,5.874956377,4.220578692
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2017,5.139952855,5.536114381,4.486376806
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2007,5.140641196,5.316094681,4.879200958
Deaths,Global,Both,All ages,Prostate cancer,Rate,2005,5.178091768,6.011512866,4.301922836
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2018,5.203069664,5.638806297,4.533137086
Deaths,Global,Both,All ages,Prostate cancer,Rate,2006,5.216773416,6.065338703,4.319563834
Deaths,Global,Both,All ages,Prostate cancer,Rate,2007,5.251389239,6.150726072,4.357245536
Deaths,Global,Both,All ages,Other malignant neoplasms,Rate,2019,5.275204568,5.73285899,4.588747965
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2008,5.28966353,5.475805641,5.009049729
Deaths,Global,Both,All ages,Prostate cancer,Rate,2008,5.310700151,6.251580754,4.398474344
Deaths,Global,Both,All ages,Prostate cancer,Rate,2009,5.351997737,6.33334679,4.525688774
Deaths,Global,Both,All ages,Prostate cancer,Rate,2010,5.408441109,6.431555931,4.565248762
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2009,5.419296649,5.603506798,5.110626826
Deaths,Global,Both,All ages,Liver cancer,Rate,2006,5.434957935,5.664042187,5.189507718
Deaths,Global,Both,All ages,Liver cancer,Rate,2007,5.441877762,5.669992563,5.197056198
Deaths,Global,Both,All ages,Prostate cancer,Rate,2011,5.464670643,6.571287033,4.697627197
Deaths,Global,Both,All ages,Liver cancer,Rate,2005,5.468659858,5.731671943,5.23000052
Deaths,Global,Both,All ages,Liver cancer,Rate,2008,5.518519426,5.751200616,5.242345316
Deaths,Global,Both,All ages,Liver cancer,Rate,2009,5.521843127,5.765491757,5.242132831
Deaths,Global,Both,All ages,Prostate cancer,Rate,2012,5.523499074,6.69463966,4.735367747
Deaths,Global,Both,All ages,Liver cancer,Rate,2010,5.529183487,5.796175317,5.243308443
Deaths,Global,Both,All ages,Liver cancer,Rate,2011,5.530882589,5.813926116,5.224764849
Deaths,Global,Both,All ages,Liver cancer,Rate,2012,5.562628992,5.83741835,5.28790363
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2010,5.570039363,5.777880871,5.250200052
Deaths,Global,Both,All ages,Prostate cancer,Rate,2013,5.593321387,6.813340807,4.813802241
Deaths,Global,Both,All ages,Liver cancer,Rate,2004,5.602111889,5.858502806,5.342120617
Deaths,Global,Both,All ages,Liver cancer,Rate,2013,5.642462008,5.947774286,5.322163283
Deaths,Global,Both,All ages,Prostate cancer,Rate,2014,5.675964129,6.920526031,4.882668418
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2011,5.689915695,5.928530346,5.342349686
Deaths,Global,Both,All ages,Liver cancer,Rate,2014,5.761543038,6.064353555,5.450115055
Deaths,Global,Both,All ages,Prostate cancer,Rate,2015,5.778491495,7.047363842,4.978923372
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2012,5.818650382,6.055364943,5.471475098
Deaths,Global,Both,All ages,Prostate cancer,Rate,2016,5.88474794,7.251703187,5.080639306
Deaths,Global,Both,All ages,Liver cancer,Rate,2015,5.892448106,6.212540918,5.561618201
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2013,5.930122155,6.168712026,5.564975239
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1990,5.968985286,6.557225508,4.648095718
Deaths,Global,Both,All ages,Liver cancer,Rate,2003,5.969715031,6.257766714,5.685724417
Deaths,Global,Both,All ages,Prostate cancer,Rate,2017,5.997534561,7.354798505,5.154345686
Deaths,Global,Both,All ages,Liver cancer,Rate,2016,5.999450783,6.395305311,5.611833239
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1991,6.019481855,6.57772591,4.72895075
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2014,6.050289652,6.305660262,5.670991389
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1992,6.058554159,6.613727476,4.688171675
Deaths,Global,Both,All ages,Liver cancer,Rate,2017,6.080544445,6.507028462,5.621386313
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2015,6.087694736,6.599189387,5.447944645
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2014,6.100692552,6.562101582,5.397817508
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2016,6.124096439,6.660355958,5.471846374
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1993,6.127604059,6.642995428,4.717361061
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1994,6.136255406,6.655052489,4.796907676
Deaths,Global,Both,All ages,Prostate cancer,Rate,2018,6.138819772,7.459875581,5.27898567
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1995,6.151215299,6.618593071,4.764241201
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2013,6.158529868,6.594060474,5.38787682
Deaths,Global,Both,All ages,Liver cancer,Rate,2018,6.15991234,6.651081157,5.66683264
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2017,6.172822385,6.692945368,5.473580367
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1996,6.180571485,6.676260898,4.788244114
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2015,6.207663339,6.492249151,5.814074807
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1997,6.222997054,6.662441041,4.800451411
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2012,6.260374718,6.703523505,5.418570512
Deaths,Global,Both,All ages,Liver cancer,Rate,2019,6.262731584,6.795476439,5.739494483
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2018,6.288925939,6.930479513,5.61553338
Deaths,Global,Both,All ages,Prostate cancer,Rate,2019,6.291932699,7.672911922,5.434571589
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1998,6.293897882,6.763829992,4.77709071
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2016,6.337333036,6.66530956,5.905968207
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2011,6.365887618,6.834694862,5.374553434
Deaths,Global,Both,All ages,Esophageal cancer,Rate,1999,6.415745404,6.896810221,4.82744821
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2019,6.437083557,7.127161479,5.666085038
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2017,6.465898092,6.807489041,6.046035314
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2010,6.484804024,6.936267335,5.236457425
Deaths,Global,Both,All ages,Liver cancer,Rate,2002,6.488514338,6.856364533,6.1329516
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2009,6.568004678,7.014786501,5.21256828
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2000,6.60016483,7.131686433,4.900809407
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2018,6.664516547,7.082875171,6.196887639
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2008,6.684848899,7.175448676,5.143663411
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2001,6.75184051,7.303979835,4.885120198
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2007,6.802728612,7.316701388,5.104178141
Deaths,Global,Both,All ages,Liver cancer,Rate,1990,6.826642019,7.584767473,6.167785243
Deaths,Global,Both,All ages,Pancreatic cancer,Rate,2019,6.864097491,7.321996025,6.358002502
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2002,6.922780377,7.489819441,4.993959452
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2006,6.960970356,7.484176005,5.093513957
Deaths,Global,Both,All ages,Liver cancer,Rate,1991,7.045488712,7.813032331,6.408261609
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2003,7.081627809,7.679663329,5.043057315
Deaths,Global,Both,All ages,Breast cancer,Rate,1990,7.11992603,7.415420275,6.819159033
Deaths,Global,Both,All ages,Liver cancer,Rate,2001,7.132271285,7.582570641,6.668084922
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2005,7.157260702,7.752098872,5.11705272
Deaths,Global,Both,All ages,Breast cancer,Rate,1991,7.157999928,7.463215903,6.85459553
Deaths,Global,Both,All ages,Esophageal cancer,Rate,2004,7.18935156,7.78345676,5.063112119
Deaths,Global,Both,All ages,Breast cancer,Rate,1992,7.222393468,7.510190095,6.909202607
Deaths,Global,Both,All ages,Liver cancer,Rate,1992,7.247480012,7.928369401,6.633262661
Deaths,Global,Both,All ages,Breast cancer,Rate,1993,7.356322751,7.636779901,7.074010678
Deaths,Global,Both,All ages,Breast cancer,Rate,1994,7.433952974,7.695502565,7.133966758
Deaths,Global,Both,All ages,Liver cancer,Rate,1993,7.459005123,8.093401266,6.868520904
Deaths,Global,Both,All ages,Breast cancer,Rate,1995,7.465336968,7.742167967,7.164401117
Deaths,Global,Both,All ages,Breast cancer,Rate,1996,7.477462641,7.747102919,7.171008691
Deaths,Global,Both,All ages,Breast cancer,Rate,1997,7.497838002,7.771021767,7.198683263
Deaths,Global,Both,All ages,Breast cancer,Rate,1998,7.523179922,7.792744163,7.22001201
Deaths,Global,Both,All ages,Breast cancer,Rate,1999,7.598924995,7.885854826,7.265547557
Deaths,Global,Both,All ages,Breast cancer,Rate,2000,7.627896559,7.90212043,7.314459968
Deaths,Global,Both,All ages,Liver cancer,Rate,2000,7.638027055,8.10562047,7.174259011
Deaths,Global,Both,All ages,Breast cancer,Rate,2001,7.661012784,7.923544033,7.339733785
Deaths,Global,Both,All ages,Liver cancer,Rate,1994,7.666534697,8.237081239,7.133323884
Deaths,Global,Both,All ages,Breast cancer,Rate,2002,7.721134889,8.002923936,7.375185917
Deaths,Global,Both,All ages,Breast cancer,Rate,2004,7.73498026,7.998757131,7.382091421
Deaths,Global,Both,All ages,Breast cancer,Rate,2003,7.753332703,8.022599758,7.412540815
Deaths,Global,Both,All ages,Breast cancer,Rate,2005,7.798785409,8.065671897,7.430198589
Deaths,Global,Both,All ages,Breast cancer,Rate,2006,7.79988433,8.072080471,7.423227171
Deaths,Global,Both,All ages,Liver cancer,Rate,1995,7.828126061,8.361238078,7.321439025
Deaths,Global,Both,All ages,Breast cancer,Rate,2007,7.840117071,8.107048672,7.464157366
Deaths,Global,Both,All ages,Liver cancer,Rate,1999,7.904216436,8.354596331,7.446196674
Deaths,Global,Both,All ages,Breast cancer,Rate,2008,7.91921706,8.206374223,7.51691323
Deaths,Global,Both,All ages,Liver cancer,Rate,1996,7.931242769,8.459298092,7.427053016
Deaths,Global,Both,All ages,Liver cancer,Rate,1997,7.941334164,8.423610185,7.504816826
Deaths,Global,Both,All ages,Liver cancer,Rate,1998,7.949749067,8.441635857,7.501528684
Deaths,Global,Both,All ages,Breast cancer,Rate,2009,7.975987297,8.286786618,7.567089636
Deaths,Global,Both,All ages,Breast cancer,Rate,2010,8.080816773,8.392977095,7.668852941
Deaths,Global,Both,All ages,Breast cancer,Rate,2011,8.163006647,8.489811526,7.720970224
Deaths,Global,Both,All ages,Breast cancer,Rate,2012,8.222308552,8.544815108,7.77220634
Deaths,Global,Both,All ages,Breast cancer,Rate,2013,8.326119139,8.691790905,7.826457263
Deaths,Global,Both,All ages,Breast cancer,Rate,2014,8.447396753,8.832187877,7.984323258
Deaths,Global,Both,All ages,Breast cancer,Rate,2015,8.614787384,9.03124823,8.102766791
Deaths,Global,Both,All ages,Breast cancer,Rate,2016,8.716044267,9.19216304,8.178113836
Deaths,Global,Both,All ages,Breast cancer,Rate,2017,8.793418555,9.326028502,8.182118973
Deaths,Global,Both,All ages,Breast cancer,Rate,2018,8.924621587,9.499282032,8.272880233
Deaths,Global,Both,All ages,Breast cancer,Rate,2019,9.055420187,9.713195684,8.36687261
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1990,9.684876013,10.05405272,9.227969067
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1991,9.750100869,10.11688077,9.286245969
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1992,9.847066045,10.19548291,9.402102048
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1993,10.05177605,10.382291,9.633582497
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1994,10.14044909,10.46123314,9.678607954
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1995,10.19801721,10.53558233,9.75035882
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1996,10.21925076,10.53447238,9.759764631
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1997,10.2667246,10.5799217,9.81639228
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1998,10.37991891,10.70357207,9.901927039
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,1999,10.59024063,10.92230686,10.10107404
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2000,10.76222429,11.11914389,10.24426214
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2001,10.91968555,11.28140905,10.35006797
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2002,11.15432351,11.54276329,10.57326205
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2003,11.35794014,11.77135956,10.78385564
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2004,11.47326267,11.90161765,10.86795491
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2005,11.67287672,12.10971014,11.04266555
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2006,11.69691283,12.13297727,11.06329485
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2007,11.82204378,12.28477837,11.14689526
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2008,12.01464846,12.50583424,11.34574773
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2009,12.12977205,12.59290126,11.41510681
Deaths,Global,Both,All ages,Stomach cancer,Rate,2017,12.21127732,13.05002541,11.27489348
Deaths,Global,Both,All ages,Stomach cancer,Rate,2018,12.25504338,13.29664773,11.23046209
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2010,12.27664531,12.7702862,11.53913959
Deaths,Global,Both,All ages,Stomach cancer,Rate,2016,12.27856735,13.16268826,11.33019936
Deaths,Global,Both,All ages,Stomach cancer,Rate,2015,12.29002209,13.03724025,11.47506111
Deaths,Global,Both,All ages,Stomach cancer,Rate,2019,12.37078558,13.37189973,11.25625977
Deaths,Global,Both,All ages,Stomach cancer,Rate,2014,12.37473673,13.10844189,11.59031946
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2011,12.38543898,12.92123891,11.61167863
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2012,12.50231328,13.0422464,11.70433378
Deaths,Global,Both,All ages,Stomach cancer,Rate,2013,12.55479393,13.25700815,11.75485546
